Raw_Data,ID,Status,Latency,Risk_Level
TXNID:236842 | STATUS:REJECTED | LATENCY:92ms,236842,REJECTED,92,CRITICAL
TXNID:903375 | STATUS:REJECTED | LATENCY:12ms,903375,REJECTED,12,CRITICAL
TXNID:116327 | STATUS:REJECTED | LATENCY:181ms,116327,REJECTED,181,CRITICAL
TXNID:945438 | STATUS:REJECTED | LATENCY:42ms,945438,REJECTED,42,CRITICAL
TXNID:64670 | STATUS:REJECTED | LATENCY:1ms,64670,REJECTED,1,CRITICAL
TXNID:463248 | STATUS:REJECTED | LATENCY:76ms,463248,REJECTED,76,CRITICAL
TXNID:133552 | STATUS:REJECTED | LATENCY:141ms,133552,REJECTED,141,CRITICAL
TXNID:866216 | STATUS:SUCCESS | LATENCY:182ms,866216,SUCCESS,182,CRITICAL
TXNID:382127 | STATUS:PENDING | LATENCY:192ms,382127,PENDING,192,CRITICAL
TXNID:238195 | STATUS:REJECTED | LATENCY:117ms,238195,REJECTED,117,CRITICAL
TXNID:542480 | STATUS:REJECTED | LATENCY:28ms,542480,REJECTED,28,CRITICAL
TXNID:264629 | STATUS:REJECTED | LATENCY:76ms,264629,REJECTED,76,CRITICAL
TXNID:480885 | STATUS:REJECTED | LATENCY:185ms,480885,REJECTED,185,CRITICAL
TXNID:947666 | STATUS:REJECTED | LATENCY:155ms,947666,REJECTED,155,CRITICAL
TXNID:729168 | STATUS:REJECTED | LATENCY:141ms,729168,REJECTED,141,CRITICAL
TXNID:805327 | STATUS:REJECTED | LATENCY:105ms,805327,REJECTED,105,CRITICAL
TXNID:754872 | STATUS:REJECTED | LATENCY:89ms,754872,REJECTED,89,CRITICAL
TXNID:354939 | STATUS:REJECTED | LATENCY:164ms,354939,REJECTED,164,CRITICAL
TXNID:854850 | STATUS:REJECTED | LATENCY:126ms,854850,REJECTED,126,CRITICAL
TXNID:299573 | STATUS:PENDING | LATENCY:193ms,299573,PENDING,193,CRITICAL
TXNID:949870 | STATUS:REJECTED | LATENCY:72ms,949870,REJECTED,72,CRITICAL
TXNID:656942 | STATUS:REJECTED | LATENCY:49ms,656942,REJECTED,49,CRITICAL
TXNID:620178 | STATUS:PENDING | LATENCY:193ms,620178,PENDING,193,CRITICAL
TXNID:654593 | STATUS:REJECTED | LATENCY:18ms,654593,REJECTED,18,CRITICAL
TXNID:657239 | STATUS:REJECTED | LATENCY:51ms,657239,REJECTED,51,CRITICAL
TXNID:683107 | STATUS:REJECTED | LATENCY:114ms,683107,REJECTED,114,CRITICAL
TXNID:729359 | STATUS:REJECTED | LATENCY:115ms,729359,REJECTED,115,CRITICAL
TXNID:16085 | STATUS:REJECTED | LATENCY:172ms,16085,REJECTED,172,CRITICAL
TXNID:97227 | STATUS:FAILURE | LATENCY:192ms,97227,FAILURE,192,CRITICAL
TXNID:313581 | STATUS:REJECTED | LATENCY:39ms,313581,REJECTED,39,CRITICAL
TXNID:191998 | STATUS:REJECTED | LATENCY:63ms,191998,REJECTED,63,CRITICAL
TXNID:280249 | STATUS:REJECTED | LATENCY:139ms,280249,REJECTED,139,CRITICAL
TXNID:392246 | STATUS:PENDING | LATENCY:194ms,392246,PENDING,194,CRITICAL
TXNID:141623 | STATUS:FAILURE | LATENCY:189ms,141623,FAILURE,189,CRITICAL
TXNID:660382 | STATUS:REJECTED | LATENCY:161ms,660382,REJECTED,161,CRITICAL
TXNID:928769 | STATUS:REJECTED | LATENCY:71ms,928769,REJECTED,71,CRITICAL
TXNID:65436 | STATUS:PENDING | LATENCY:197ms,65436,PENDING,197,CRITICAL
TXNID:323221 | STATUS:REJECTED | LATENCY:110ms,323221,REJECTED,110,CRITICAL
TXNID:160855 | STATUS:REJECTED | LATENCY:84ms,160855,REJECTED,84,CRITICAL
TXNID:845747 | STATUS:REJECTED | LATENCY:0ms,845747,REJECTED,0,CRITICAL
TXNID:285585 | STATUS:REJECTED | LATENCY:81ms,285585,REJECTED,81,CRITICAL
TXNID:664658 | STATUS:REJECTED | LATENCY:17ms,664658,REJECTED,17,CRITICAL
TXNID:581044 | STATUS:REJECTED | LATENCY:140ms,581044,REJECTED,140,CRITICAL
TXNID:165901 | STATUS:REJECTED | LATENCY:153ms,165901,REJECTED,153,CRITICAL
TXNID:723879 | STATUS:FAILURE | LATENCY:187ms,723879,FAILURE,187,CRITICAL
TXNID:708381 | STATUS:REJECTED | LATENCY:127ms,708381,REJECTED,127,CRITICAL
TXNID:653773 | STATUS:REJECTED | LATENCY:189ms,653773,REJECTED,189,CRITICAL
TXNID:923533 | STATUS:REJECTED | LATENCY:70ms,923533,REJECTED,70,CRITICAL
TXNID:228333 | STATUS:REJECTED | LATENCY:163ms,228333,REJECTED,163,CRITICAL
TXNID:928452 | STATUS:REJECTED | LATENCY:13ms,928452,REJECTED,13,CRITICAL
TXNID:438883 | STATUS:REJECTED | LATENCY:118ms,438883,REJECTED,118,CRITICAL
TXNID:388462 | STATUS:REJECTED | LATENCY:107ms,388462,REJECTED,107,CRITICAL
TXNID:243656 | STATUS:REJECTED | LATENCY:145ms,243656,REJECTED,145,CRITICAL
TXNID:224138 | STATUS:REJECTED | LATENCY:66ms,224138,REJECTED,66,CRITICAL
TXNID:722474 | STATUS:FAILURE | LATENCY:195ms,722474,FAILURE,195,CRITICAL
TXNID:916346 | STATUS:REJECTED | LATENCY:90ms,916346,REJECTED,90,CRITICAL
TXNID:997887 | STATUS:REJECTED | LATENCY:115ms,997887,REJECTED,115,CRITICAL
TXNID:752095 | STATUS:REJECTED | LATENCY:78ms,752095,REJECTED,78,CRITICAL
TXNID:460467 | STATUS:REJECTED | LATENCY:109ms,460467,REJECTED,109,CRITICAL
TXNID:291109 | STATUS:SUCCESS | LATENCY:185ms,291109,SUCCESS,185,CRITICAL
TXNID:442227 | STATUS:PENDING | LATENCY:183ms,442227,PENDING,183,CRITICAL
TXNID:249722 | STATUS:PENDING | LATENCY:194ms,249722,PENDING,194,CRITICAL
TXNID:118489 | STATUS:REJECTED | LATENCY:140ms,118489,REJECTED,140,CRITICAL
TXNID:713161 | STATUS:REJECTED | LATENCY:50ms,713161,REJECTED,50,CRITICAL
TXNID:384667 | STATUS:REJECTED | LATENCY:197ms,384667,REJECTED,197,CRITICAL
TXNID:775712 | STATUS:REJECTED | LATENCY:145ms,775712,REJECTED,145,CRITICAL
TXNID:848086 | STATUS:REJECTED | LATENCY:141ms,848086,REJECTED,141,CRITICAL
TXNID:232671 | STATUS:REJECTED | LATENCY:31ms,232671,REJECTED,31,CRITICAL
TXNID:481536 | STATUS:REJECTED | LATENCY:39ms,481536,REJECTED,39,CRITICAL
TXNID:771844 | STATUS:REJECTED | LATENCY:105ms,771844,REJECTED,105,CRITICAL
TXNID:250543 | STATUS:REJECTED | LATENCY:30ms,250543,REJECTED,30,CRITICAL
TXNID:626374 | STATUS:REJECTED | LATENCY:134ms,626374,REJECTED,134,CRITICAL
TXNID:112055 | STATUS:REJECTED | LATENCY:95ms,112055,REJECTED,95,CRITICAL
TXNID:78641 | STATUS:FAILURE | LATENCY:187ms,78641,FAILURE,187,CRITICAL
TXNID:572646 | STATUS:FAILURE | LATENCY:187ms,572646,FAILURE,187,CRITICAL
TXNID:305625 | STATUS:REJECTED | LATENCY:181ms,305625,REJECTED,181,CRITICAL
TXNID:481481 | STATUS:REJECTED | LATENCY:117ms,481481,REJECTED,117,CRITICAL
TXNID:46260 | STATUS:REJECTED | LATENCY:51ms,46260,REJECTED,51,CRITICAL
TXNID:920501 | STATUS:PENDING | LATENCY:194ms,920501,PENDING,194,CRITICAL
TXNID:527942 | STATUS:REJECTED | LATENCY:37ms,527942,REJECTED,37,CRITICAL
TXNID:725457 | STATUS:REJECTED | LATENCY:40ms,725457,REJECTED,40,CRITICAL
TXNID:45640 | STATUS:REJECTED | LATENCY:131ms,45640,REJECTED,131,CRITICAL
TXNID:799576 | STATUS:FAILURE | LATENCY:182ms,799576,FAILURE,182,CRITICAL
TXNID:740889 | STATUS:REJECTED | LATENCY:81ms,740889,REJECTED,81,CRITICAL
TXNID:365522 | STATUS:REJECTED | LATENCY:177ms,365522,REJECTED,177,CRITICAL
TXNID:336742 | STATUS:REJECTED | LATENCY:2ms,336742,REJECTED,2,CRITICAL
TXNID:91963 | STATUS:PENDING | LATENCY:197ms,91963,PENDING,197,CRITICAL
TXNID:587090 | STATUS:FAILURE | LATENCY:193ms,587090,FAILURE,193,CRITICAL
TXNID:830554 | STATUS:REJECTED | LATENCY:84ms,830554,REJECTED,84,CRITICAL
TXNID:840511 | STATUS:REJECTED | LATENCY:41ms,840511,REJECTED,41,CRITICAL
TXNID:693698 | STATUS:FAILURE | LATENCY:185ms,693698,FAILURE,185,CRITICAL
TXNID:935359 | STATUS:REJECTED | LATENCY:42ms,935359,REJECTED,42,CRITICAL
TXNID:744188 | STATUS:REJECTED | LATENCY:175ms,744188,REJECTED,175,CRITICAL
TXNID:308939 | STATUS:REJECTED | LATENCY:178ms,308939,REJECTED,178,CRITICAL
TXNID:806774 | STATUS:REJECTED | LATENCY:198ms,806774,REJECTED,198,CRITICAL
TXNID:248114 | STATUS:REJECTED | LATENCY:143ms,248114,REJECTED,143,CRITICAL
TXNID:287817 | STATUS:REJECTED | LATENCY:122ms,287817,REJECTED,122,CRITICAL
TXNID:328052 | STATUS:SUCCESS | LATENCY:185ms,328052,SUCCESS,185,CRITICAL
TXNID:577125 | STATUS:REJECTED | LATENCY:15ms,577125,REJECTED,15,CRITICAL
TXNID:16573 | STATUS:REJECTED | LATENCY:42ms,16573,REJECTED,42,CRITICAL
TXNID:635636 | STATUS:REJECTED | LATENCY:10ms,635636,REJECTED,10,CRITICAL
TXNID:496562 | STATUS:PENDING | LATENCY:191ms,496562,PENDING,191,CRITICAL
TXNID:489495 | STATUS:REJECTED | LATENCY:124ms,489495,REJECTED,124,CRITICAL
TXNID:928775 | STATUS:REJECTED | LATENCY:112ms,928775,REJECTED,112,CRITICAL
TXNID:215660 | STATUS:REJECTED | LATENCY:119ms,215660,REJECTED,119,CRITICAL
TXNID:322120 | STATUS:REJECTED | LATENCY:161ms,322120,REJECTED,161,CRITICAL
TXNID:932611 | STATUS:REJECTED | LATENCY:112ms,932611,REJECTED,112,CRITICAL
TXNID:389207 | STATUS:REJECTED | LATENCY:27ms,389207,REJECTED,27,CRITICAL
TXNID:190334 | STATUS:REJECTED | LATENCY:124ms,190334,REJECTED,124,CRITICAL
TXNID:691147 | STATUS:FAILURE | LATENCY:197ms,691147,FAILURE,197,CRITICAL
TXNID:628763 | STATUS:FAILURE | LATENCY:184ms,628763,FAILURE,184,CRITICAL
TXNID:377718 | STATUS:REJECTED | LATENCY:184ms,377718,REJECTED,184,CRITICAL
TXNID:425210 | STATUS:SUCCESS | LATENCY:190ms,425210,SUCCESS,190,CRITICAL
TXNID:88917 | STATUS:REJECTED | LATENCY:51ms,88917,REJECTED,51,CRITICAL
TXNID:769729 | STATUS:REJECTED | LATENCY:182ms,769729,REJECTED,182,CRITICAL
TXNID:743086 | STATUS:SUCCESS | LATENCY:194ms,743086,SUCCESS,194,CRITICAL
TXNID:185281 | STATUS:REJECTED | LATENCY:102ms,185281,REJECTED,102,CRITICAL
TXNID:656522 | STATUS:REJECTED | LATENCY:75ms,656522,REJECTED,75,CRITICAL
TXNID:743948 | STATUS:PENDING | LATENCY:181ms,743948,PENDING,181,CRITICAL
TXNID:469009 | STATUS:REJECTED | LATENCY:55ms,469009,REJECTED,55,CRITICAL
TXNID:304374 | STATUS:REJECTED | LATENCY:198ms,304374,REJECTED,198,CRITICAL
TXNID:378657 | STATUS:REJECTED | LATENCY:85ms,378657,REJECTED,85,CRITICAL
TXNID:627778 | STATUS:REJECTED | LATENCY:129ms,627778,REJECTED,129,CRITICAL
TXNID:698059 | STATUS:REJECTED | LATENCY:193ms,698059,REJECTED,193,CRITICAL
TXNID:984137 | STATUS:REJECTED | LATENCY:89ms,984137,REJECTED,89,CRITICAL
TXNID:383945 | STATUS:REJECTED | LATENCY:85ms,383945,REJECTED,85,CRITICAL
TXNID:232732 | STATUS:REJECTED | LATENCY:125ms,232732,REJECTED,125,CRITICAL
TXNID:779199 | STATUS:REJECTED | LATENCY:36ms,779199,REJECTED,36,CRITICAL
TXNID:274595 | STATUS:REJECTED | LATENCY:160ms,274595,REJECTED,160,CRITICAL
TXNID:384977 | STATUS:REJECTED | LATENCY:20ms,384977,REJECTED,20,CRITICAL
TXNID:886731 | STATUS:REJECTED | LATENCY:103ms,886731,REJECTED,103,CRITICAL
TXNID:614148 | STATUS:REJECTED | LATENCY:73ms,614148,REJECTED,73,CRITICAL
TXNID:348456 | STATUS:REJECTED | LATENCY:96ms,348456,REJECTED,96,CRITICAL
TXNID:985556 | STATUS:REJECTED | LATENCY:95ms,985556,REJECTED,95,CRITICAL
TXNID:5516 | STATUS:REJECTED | LATENCY:114ms,5516,REJECTED,114,CRITICAL
TXNID:997933 | STATUS:REJECTED | LATENCY:70ms,997933,REJECTED,70,CRITICAL
TXNID:212927 | STATUS:REJECTED | LATENCY:11ms,212927,REJECTED,11,CRITICAL
TXNID:217049 | STATUS:REJECTED | LATENCY:52ms,217049,REJECTED,52,CRITICAL
TXNID:597004 | STATUS:REJECTED | LATENCY:91ms,597004,REJECTED,91,CRITICAL
TXNID:706680 | STATUS:REJECTED | LATENCY:167ms,706680,REJECTED,167,CRITICAL
TXNID:277011 | STATUS:REJECTED | LATENCY:128ms,277011,REJECTED,128,CRITICAL
TXNID:12196 | STATUS:PENDING | LATENCY:182ms,12196,PENDING,182,CRITICAL
TXNID:137411 | STATUS:REJECTED | LATENCY:197ms,137411,REJECTED,197,CRITICAL
TXNID:531322 | STATUS:REJECTED | LATENCY:138ms,531322,REJECTED,138,CRITICAL
TXNID:193803 | STATUS:REJECTED | LATENCY:113ms,193803,REJECTED,113,CRITICAL
TXNID:375329 | STATUS:FAILURE | LATENCY:184ms,375329,FAILURE,184,CRITICAL
TXNID:726626 | STATUS:REJECTED | LATENCY:161ms,726626,REJECTED,161,CRITICAL
TXNID:184811 | STATUS:REJECTED | LATENCY:117ms,184811,REJECTED,117,CRITICAL
TXNID:533165 | STATUS:FAILURE | LATENCY:183ms,533165,FAILURE,183,CRITICAL
TXNID:999225 | STATUS:REJECTED | LATENCY:86ms,999225,REJECTED,86,CRITICAL
TXNID:752183 | STATUS:REJECTED | LATENCY:147ms,752183,REJECTED,147,CRITICAL
TXNID:139551 | STATUS:SUCCESS | LATENCY:197ms,139551,SUCCESS,197,CRITICAL
TXNID:502630 | STATUS:REJECTED | LATENCY:84ms,502630,REJECTED,84,CRITICAL
TXNID:898004 | STATUS:REJECTED | LATENCY:45ms,898004,REJECTED,45,CRITICAL
TXNID:253037 | STATUS:REJECTED | LATENCY:84ms,253037,REJECTED,84,CRITICAL
TXNID:537020 | STATUS:REJECTED | LATENCY:90ms,537020,REJECTED,90,CRITICAL
TXNID:414707 | STATUS:REJECTED | LATENCY:49ms,414707,REJECTED,49,CRITICAL
TXNID:289345 | STATUS:REJECTED | LATENCY:185ms,289345,REJECTED,185,CRITICAL
TXNID:676874 | STATUS:REJECTED | LATENCY:16ms,676874,REJECTED,16,CRITICAL
TXNID:697454 | STATUS:REJECTED | LATENCY:182ms,697454,REJECTED,182,CRITICAL
TXNID:363600 | STATUS:REJECTED | LATENCY:75ms,363600,REJECTED,75,CRITICAL
TXNID:478644 | STATUS:REJECTED | LATENCY:129ms,478644,REJECTED,129,CRITICAL
TXNID:701540 | STATUS:REJECTED | LATENCY:160ms,701540,REJECTED,160,CRITICAL
TXNID:125689 | STATUS:REJECTED | LATENCY:94ms,125689,REJECTED,94,CRITICAL
TXNID:23667 | STATUS:REJECTED | LATENCY:175ms,23667,REJECTED,175,CRITICAL
TXNID:632636 | STATUS:REJECTED | LATENCY:81ms,632636,REJECTED,81,CRITICAL
TXNID:17799 | STATUS:REJECTED | LATENCY:93ms,17799,REJECTED,93,CRITICAL
TXNID:782647 | STATUS:REJECTED | LATENCY:4ms,782647,REJECTED,4,CRITICAL
TXNID:630958 | STATUS:REJECTED | LATENCY:141ms,630958,REJECTED,141,CRITICAL
TXNID:717706 | STATUS:REJECTED | LATENCY:9ms,717706,REJECTED,9,CRITICAL
TXNID:611415 | STATUS:REJECTED | LATENCY:191ms,611415,REJECTED,191,CRITICAL
TXNID:562384 | STATUS:SUCCESS | LATENCY:191ms,562384,SUCCESS,191,CRITICAL
TXNID:824762 | STATUS:SUCCESS | LATENCY:184ms,824762,SUCCESS,184,CRITICAL
TXNID:583597 | STATUS:REJECTED | LATENCY:10ms,583597,REJECTED,10,CRITICAL
TXNID:185572 | STATUS:REJECTED | LATENCY:139ms,185572,REJECTED,139,CRITICAL
TXNID:82937 | STATUS:REJECTED | LATENCY:46ms,82937,REJECTED,46,CRITICAL
TXNID:254293 | STATUS:REJECTED | LATENCY:9ms,254293,REJECTED,9,CRITICAL
TXNID:708349 | STATUS:REJECTED | LATENCY:85ms,708349,REJECTED,85,CRITICAL
TXNID:274640 | STATUS:REJECTED | LATENCY:191ms,274640,REJECTED,191,CRITICAL
TXNID:810619 | STATUS:REJECTED | LATENCY:153ms,810619,REJECTED,153,CRITICAL
TXNID:3296 | STATUS:REJECTED | LATENCY:26ms,3296,REJECTED,26,CRITICAL
TXNID:246975 | STATUS:REJECTED | LATENCY:113ms,246975,REJECTED,113,CRITICAL
TXNID:243478 | STATUS:SUCCESS | LATENCY:196ms,243478,SUCCESS,196,CRITICAL
TXNID:583140 | STATUS:REJECTED | LATENCY:5ms,583140,REJECTED,5,CRITICAL
TXNID:794624 | STATUS:REJECTED | LATENCY:60ms,794624,REJECTED,60,CRITICAL
TXNID:189041 | STATUS:REJECTED | LATENCY:172ms,189041,REJECTED,172,CRITICAL
TXNID:523751 | STATUS:REJECTED | LATENCY:72ms,523751,REJECTED,72,CRITICAL
TXNID:519149 | STATUS:REJECTED | LATENCY:122ms,519149,REJECTED,122,CRITICAL
TXNID:516106 | STATUS:REJECTED | LATENCY:171ms,516106,REJECTED,171,CRITICAL
TXNID:732213 | STATUS:REJECTED | LATENCY:74ms,732213,REJECTED,74,CRITICAL
TXNID:337695 | STATUS:REJECTED | LATENCY:189ms,337695,REJECTED,189,CRITICAL
TXNID:556395 | STATUS:SUCCESS | LATENCY:198ms,556395,SUCCESS,198,CRITICAL
TXNID:80047 | STATUS:REJECTED | LATENCY:0ms,80047,REJECTED,0,CRITICAL
TXNID:839783 | STATUS:FAILURE | LATENCY:184ms,839783,FAILURE,184,CRITICAL
TXNID:795341 | STATUS:PENDING | LATENCY:199ms,795341,PENDING,199,CRITICAL
TXNID:54252 | STATUS:REJECTED | LATENCY:142ms,54252,REJECTED,142,CRITICAL
TXNID:932473 | STATUS:REJECTED | LATENCY:148ms,932473,REJECTED,148,CRITICAL
TXNID:867492 | STATUS:REJECTED | LATENCY:74ms,867492,REJECTED,74,CRITICAL
TXNID:780431 | STATUS:FAILURE | LATENCY:183ms,780431,FAILURE,183,CRITICAL
TXNID:188310 | STATUS:REJECTED | LATENCY:159ms,188310,REJECTED,159,CRITICAL
TXNID:730552 | STATUS:REJECTED | LATENCY:126ms,730552,REJECTED,126,CRITICAL
TXNID:906805 | STATUS:REJECTED | LATENCY:42ms,906805,REJECTED,42,CRITICAL
TXNID:437717 | STATUS:REJECTED | LATENCY:56ms,437717,REJECTED,56,CRITICAL
TXNID:110361 | STATUS:REJECTED | LATENCY:126ms,110361,REJECTED,126,CRITICAL
TXNID:325952 | STATUS:REJECTED | LATENCY:76ms,325952,REJECTED,76,CRITICAL
TXNID:95428 | STATUS:REJECTED | LATENCY:54ms,95428,REJECTED,54,CRITICAL
TXNID:218924 | STATUS:REJECTED | LATENCY:63ms,218924,REJECTED,63,CRITICAL
TXNID:539920 | STATUS:REJECTED | LATENCY:162ms,539920,REJECTED,162,CRITICAL
TXNID:12303 | STATUS:SUCCESS | LATENCY:187ms,12303,SUCCESS,187,CRITICAL
TXNID:821134 | STATUS:PENDING | LATENCY:195ms,821134,PENDING,195,CRITICAL
TXNID:405212 | STATUS:REJECTED | LATENCY:58ms,405212,REJECTED,58,CRITICAL
TXNID:504049 | STATUS:REJECTED | LATENCY:65ms,504049,REJECTED,65,CRITICAL
TXNID:218709 | STATUS:REJECTED | LATENCY:154ms,218709,REJECTED,154,CRITICAL
TXNID:360445 | STATUS:SUCCESS | LATENCY:185ms,360445,SUCCESS,185,CRITICAL
TXNID:867775 | STATUS:REJECTED | LATENCY:45ms,867775,REJECTED,45,CRITICAL
TXNID:20683 | STATUS:REJECTED | LATENCY:141ms,20683,REJECTED,141,CRITICAL
TXNID:160138 | STATUS:REJECTED | LATENCY:161ms,160138,REJECTED,161,CRITICAL
TXNID:448467 | STATUS:REJECTED | LATENCY:37ms,448467,REJECTED,37,CRITICAL
TXNID:507490 | STATUS:REJECTED | LATENCY:173ms,507490,REJECTED,173,CRITICAL
TXNID:407114 | STATUS:REJECTED | LATENCY:87ms,407114,REJECTED,87,CRITICAL
TXNID:870864 | STATUS:REJECTED | LATENCY:169ms,870864,REJECTED,169,CRITICAL
TXNID:940933 | STATUS:REJECTED | LATENCY:146ms,940933,REJECTED,146,CRITICAL
TXNID:429919 | STATUS:PENDING | LATENCY:184ms,429919,PENDING,184,CRITICAL
TXNID:720068 | STATUS:REJECTED | LATENCY:182ms,720068,REJECTED,182,CRITICAL
TXNID:797627 | STATUS:FAILURE | LATENCY:198ms,797627,FAILURE,198,CRITICAL
TXNID:162417 | STATUS:REJECTED | LATENCY:46ms,162417,REJECTED,46,CRITICAL
TXNID:143328 | STATUS:REJECTED | LATENCY:193ms,143328,REJECTED,193,CRITICAL
TXNID:746206 | STATUS:REJECTED | LATENCY:126ms,746206,REJECTED,126,CRITICAL
TXNID:920153 | STATUS:REJECTED | LATENCY:140ms,920153,REJECTED,140,CRITICAL
TXNID:950988 | STATUS:REJECTED | LATENCY:39ms,950988,REJECTED,39,CRITICAL
TXNID:413242 | STATUS:REJECTED | LATENCY:84ms,413242,REJECTED,84,CRITICAL
TXNID:335879 | STATUS:REJECTED | LATENCY:103ms,335879,REJECTED,103,CRITICAL
TXNID:208899 | STATUS:REJECTED | LATENCY:98ms,208899,REJECTED,98,CRITICAL
TXNID:955679 | STATUS:REJECTED | LATENCY:75ms,955679,REJECTED,75,CRITICAL
TXNID:170569 | STATUS:REJECTED | LATENCY:109ms,170569,REJECTED,109,CRITICAL
TXNID:276567 | STATUS:REJECTED | LATENCY:127ms,276567,REJECTED,127,CRITICAL
TXNID:701195 | STATUS:SUCCESS | LATENCY:198ms,701195,SUCCESS,198,CRITICAL
TXNID:94561 | STATUS:REJECTED | LATENCY:20ms,94561,REJECTED,20,CRITICAL
TXNID:345407 | STATUS:PENDING | LATENCY:193ms,345407,PENDING,193,CRITICAL
TXNID:324044 | STATUS:REJECTED | LATENCY:99ms,324044,REJECTED,99,CRITICAL
TXNID:159603 | STATUS:REJECTED | LATENCY:186ms,159603,REJECTED,186,CRITICAL
TXNID:171126 | STATUS:REJECTED | LATENCY:41ms,171126,REJECTED,41,CRITICAL
TXNID:736363 | STATUS:REJECTED | LATENCY:40ms,736363,REJECTED,40,CRITICAL
TXNID:888281 | STATUS:PENDING | LATENCY:198ms,888281,PENDING,198,CRITICAL
TXNID:703854 | STATUS:REJECTED | LATENCY:20ms,703854,REJECTED,20,CRITICAL
TXNID:512070 | STATUS:REJECTED | LATENCY:83ms,512070,REJECTED,83,CRITICAL
TXNID:522652 | STATUS:REJECTED | LATENCY:9ms,522652,REJECTED,9,CRITICAL
TXNID:930855 | STATUS:REJECTED | LATENCY:150ms,930855,REJECTED,150,CRITICAL
TXNID:869408 | STATUS:REJECTED | LATENCY:105ms,869408,REJECTED,105,CRITICAL
TXNID:747337 | STATUS:PENDING | LATENCY:186ms,747337,PENDING,186,CRITICAL
TXNID:287270 | STATUS:REJECTED | LATENCY:173ms,287270,REJECTED,173,CRITICAL
TXNID:941652 | STATUS:PENDING | LATENCY:198ms,941652,PENDING,198,CRITICAL
TXNID:740761 | STATUS:REJECTED | LATENCY:154ms,740761,REJECTED,154,CRITICAL
TXNID:28291 | STATUS:PENDING | LATENCY:191ms,28291,PENDING,191,CRITICAL
TXNID:344363 | STATUS:REJECTED | LATENCY:20ms,344363,REJECTED,20,CRITICAL
TXNID:399678 | STATUS:REJECTED | LATENCY:78ms,399678,REJECTED,78,CRITICAL
TXNID:787431 | STATUS:REJECTED | LATENCY:90ms,787431,REJECTED,90,CRITICAL
TXNID:537594 | STATUS:REJECTED | LATENCY:4ms,537594,REJECTED,4,CRITICAL
TXNID:111180 | STATUS:REJECTED | LATENCY:157ms,111180,REJECTED,157,CRITICAL
TXNID:429477 | STATUS:REJECTED | LATENCY:100ms,429477,REJECTED,100,CRITICAL
TXNID:829279 | STATUS:PENDING | LATENCY:186ms,829279,PENDING,186,CRITICAL
TXNID:549889 | STATUS:REJECTED | LATENCY:194ms,549889,REJECTED,194,CRITICAL
TXNID:445534 | STATUS:REJECTED | LATENCY:83ms,445534,REJECTED,83,CRITICAL
TXNID:462080 | STATUS:REJECTED | LATENCY:59ms,462080,REJECTED,59,CRITICAL
TXNID:910337 | STATUS:REJECTED | LATENCY:160ms,910337,REJECTED,160,CRITICAL
TXNID:300506 | STATUS:REJECTED | LATENCY:22ms,300506,REJECTED,22,CRITICAL
TXNID:519923 | STATUS:FAILURE | LATENCY:195ms,519923,FAILURE,195,CRITICAL
TXNID:182002 | STATUS:REJECTED | LATENCY:36ms,182002,REJECTED,36,CRITICAL
TXNID:947552 | STATUS:REJECTED | LATENCY:35ms,947552,REJECTED,35,CRITICAL
TXNID:922661 | STATUS:REJECTED | LATENCY:199ms,922661,REJECTED,199,CRITICAL
TXNID:420695 | STATUS:FAILURE | LATENCY:183ms,420695,FAILURE,183,CRITICAL
TXNID:340329 | STATUS:REJECTED | LATENCY:182ms,340329,REJECTED,182,CRITICAL
TXNID:390810 | STATUS:REJECTED | LATENCY:191ms,390810,REJECTED,191,CRITICAL
TXNID:247712 | STATUS:REJECTED | LATENCY:18ms,247712,REJECTED,18,CRITICAL
TXNID:838966 | STATUS:REJECTED | LATENCY:34ms,838966,REJECTED,34,CRITICAL
TXNID:431726 | STATUS:REJECTED | LATENCY:107ms,431726,REJECTED,107,CRITICAL
TXNID:135605 | STATUS:REJECTED | LATENCY:47ms,135605,REJECTED,47,CRITICAL
TXNID:487585 | STATUS:REJECTED | LATENCY:90ms,487585,REJECTED,90,CRITICAL
TXNID:299546 | STATUS:REJECTED | LATENCY:154ms,299546,REJECTED,154,CRITICAL
TXNID:458196 | STATUS:PENDING | LATENCY:190ms,458196,PENDING,190,CRITICAL
TXNID:421437 | STATUS:REJECTED | LATENCY:47ms,421437,REJECTED,47,CRITICAL
TXNID:656690 | STATUS:FAILURE | LATENCY:188ms,656690,FAILURE,188,CRITICAL
TXNID:404904 | STATUS:REJECTED | LATENCY:76ms,404904,REJECTED,76,CRITICAL
TXNID:586179 | STATUS:REJECTED | LATENCY:41ms,586179,REJECTED,41,CRITICAL
TXNID:599535 | STATUS:REJECTED | LATENCY:67ms,599535,REJECTED,67,CRITICAL
TXNID:204265 | STATUS:REJECTED | LATENCY:174ms,204265,REJECTED,174,CRITICAL
TXNID:295677 | STATUS:SUCCESS | LATENCY:196ms,295677,SUCCESS,196,CRITICAL
TXNID:255817 | STATUS:REJECTED | LATENCY:159ms,255817,REJECTED,159,CRITICAL
TXNID:179944 | STATUS:REJECTED | LATENCY:55ms,179944,REJECTED,55,CRITICAL
TXNID:875401 | STATUS:REJECTED | LATENCY:126ms,875401,REJECTED,126,CRITICAL
TXNID:452230 | STATUS:REJECTED | LATENCY:142ms,452230,REJECTED,142,CRITICAL
